,Actif_1,Actif_2,Actif_3,Actif_4,Actif_5
18395,32,16,12,40,0
18396,32,16,16,0,36
18397,32,16,16,4,32
18398,32,16,16,8,28
18399,32,16,16,12,24
18400,32,16,16,16,20
18401,32,16,16,20,16
18402,32,16,16,24,12
18403,32,16,16,28,8
18404,32,16,16,32,4
18405,32,16,16,36,0
18406,32,16,20,0,32
18407,32,16,20,4,28
18408,32,16,20,8,24
18409,32,16,20,12,20
18410,32,16,20,16,16
18411,32,16,20,20,12
18412,32,16,20,24,8
18413,32,16,20,28,4
18414,32,16,20,32,0
18415,32,16,24,0,28
18416,32,16,24,4,24
18417,32,16,24,8,20
18418,32,16,24,12,16
18419,32,16,24,16,12
18420,32,16,24,20,8
18421,32,16,24,24,4
18422,32,16,24,28,0
18423,32,16,28,0,24
18424,32,16,28,4,20
18425,32,16,28,8,16
18426,32,16,28,12,12
18427,32,16,28,16,8
18428,32,16,28,20,4
18429,32,16,28,24,0
18430,32,16,32,0,20
18431,32,16,32,4,16
18432,32,16,32,8,12
18433,32,16,32,12,8
18434,32,16,32,16,4
18435,32,16,32,20,0
18436,32,16,36,0,16
18437,32,16,36,4,12
18438,32,16,36,8,8
18439,32,16,36,12,4
18440,32,16,36,16,0
18441,32,16,40,0,12
18442,32,16,40,4,8
18443,32,16,40,8,4
18444,32,16,40,12,0
18445,32,16,44,0,8
18446,32,16,44,4,4
18447,32,16,44,8,0
18448,32,16,48,0,4
18449,32,16,48,4,0
18450,32,16,52,0,0
18451,32,20,0,0,48
18452,32,20,0,4,44
18453,32,20,0,8,40
18454,32,20,0,12,36
18455,32,20,0,16,32
18456,32,20,0,20,28
18457,32,20,0,24,24
18458,32,20,0,28,20
18459,32,20,0,32,16
18460,32,20,0,36,12
18461,32,20,0,40,8
18462,32,20,0,44,4
18463,32,20,0,48,0
18464,32,20,4,0,44
18465,32,20,4,4,40
18466,32,20,4,8,36
18467,32,20,4,12,32
18468,32,20,4,16,28
18469,32,20,4,20,24
18470,32,20,4,24,20
18471,32,20,4,28,16
18472,32,20,4,32,12
18473,32,20,4,36,8
18474,32,20,4,40,4
18475,32,20,4,44,0
18476,32,20,8,0,40
18477,32,20,8,4,36
18478,32,20,8,8,32
18479,32,20,8,12,28
18480,32,20,8,16,24
18481,32,20,8,20,20
18482,32,20,8,24,16
18483,32,20,8,28,12
18484,32,20,8,32,8
18485,32,20,8,36,4
18486,32,20,8,40,0
18487,32,20,12,0,36
18488,32,20,12,4,32
18489,32,20,12,8,28
18490,32,20,12,12,24
18491,32,20,12,16,20
18492,32,20,12,20,16
18493,32,20,12,24,12
18494,32,20,12,28,8
18495,32,20,12,32,4
18496,32,20,12,36,0
18497,32,20,16,0,32
18498,32,20,16,4,28
18499,32,20,16,8,24
18500,32,20,16,12,20
18501,32,20,16,16,16
18502,32,20,16,20,12
18503,32,20,16,24,8
18504,32,20,16,28,4
18505,32,20,16,32,0
18506,32,20,20,0,28
18507,32,20,20,4,24
18508,32,20,20,8,20
18509,32,20,20,12,16
18510,32,20,20,16,12
18511,32,20,20,20,8
18512,32,20,20,24,4
18513,32,20,20,28,0
18514,32,20,24,0,24
18515,32,20,24,4,20
18516,32,20,24,8,16
18517,32,20,24,12,12
18518,32,20,24,16,8
18519,32,20,24,20,4
18520,32,20,24,24,0
18521,32,20,28,0,20
18522,32,20,28,4,16
18523,32,20,28,8,12
18524,32,20,28,12,8
18525,32,20,28,16,4
18526,32,20,28,20,0
18527,32,20,32,0,16
18528,32,20,32,4,12
18529,32,20,32,8,8
18530,32,20,32,12,4
18531,32,20,32,16,0
18532,32,20,36,0,12
18533,32,20,36,4,8
18534,32,20,36,8,4
18535,32,20,36,12,0
18536,32,20,40,0,8
18537,32,20,40,4,4
18538,32,20,40,8,0
18539,32,20,44,0,4
18540,32,20,44,4,0
18541,32,20,48,0,0
18542,32,24,0,0,44
18543,32,24,0,4,40
18544,32,24,0,8,36
18545,32,24,0,12,32
18546,32,24,0,16,28
18547,32,24,0,20,24
18548,32,24,0,24,20
18549,32,24,0,28,16
18550,32,24,0,32,12
18551,32,24,0,36,8
18552,32,24,0,40,4
18553,32,24,0,44,0
18554,32,24,4,0,40
18555,32,24,4,4,36
18556,32,24,4,8,32
18557,32,24,4,12,28
18558,32,24,4,16,24
18559,32,24,4,20,20
18560,32,24,4,24,16
18561,32,24,4,28,12
18562,32,24,4,32,8
18563,32,24,4,36,4
18564,32,24,4,40,0
18565,32,24,8,0,36
18566,32,24,8,4,32
18567,32,24,8,8,28
18568,32,24,8,12,24
18569,32,24,8,16,20
18570,32,24,8,20,16
18571,32,24,8,24,12
18572,32,24,8,28,8
18573,32,24,8,32,4
18574,32,24,8,36,0
18575,32,24,12,0,32
18576,32,24,12,4,28
18577,32,24,12,8,24
18578,32,24,12,12,20
18579,32,24,12,16,16
18580,32,24,12,20,12
18581,32,24,12,24,8
18582,32,24,12,28,4
18583,32,24,12,32,0
18584,32,24,16,0,28
18585,32,24,16,4,24
18586,32,24,16,8,20
18587,32,24,16,12,16
18588,32,24,16,16,12
18589,32,24,16,20,8
18590,32,24,16,24,4
18591,32,24,16,28,0
18592,32,24,20,0,24
18593,32,24,20,4,20
18594,32,24,20,8,16
18595,32,24,20,12,12
18596,32,24,20,16,8
18597,32,24,20,20,4
18598,32,24,20,24,0
18599,32,24,24,0,20
18600,32,24,24,4,16
18601,32,24,24,8,12
18602,32,24,24,12,8
18603,32,24,24,16,4
18604,32,24,24,20,0
18605,32,24,28,0,16
18606,32,24,28,4,12
18607,32,24,28,8,8
18608,32,24,28,12,4
18609,32,24,28,16,0
18610,32,24,32,0,12
18611,32,24,32,4,8
18612,32,24,32,8,4
18613,32,24,32,12,0
18614,32,24,36,0,8
18615,32,24,36,4,4
18616,32,24,36,8,0
18617,32,24,40,0,4
18618,32,24,40,4,0
18619,32,24,44,0,0
18620,32,28,0,0,40
18621,32,28,0,4,36
18622,32,28,0,8,32
18623,32,28,0,12,28
18624,32,28,0,16,24
18625,32,28,0,20,20
18626,32,28,0,24,16
18627,32,28,0,28,12
18628,32,28,0,32,8
18629,32,28,0,36,4
18630,32,28,0,40,0
18631,32,28,4,0,36
18632,32,28,4,4,32
18633,32,28,4,8,28
18634,32,28,4,12,24
18635,32,28,4,16,20
18636,32,28,4,20,16
18637,32,28,4,24,12
18638,32,28,4,28,8
18639,32,28,4,32,4
18640,32,28,4,36,0
18641,32,28,8,0,32
18642,32,28,8,4,28
18643,32,28,8,8,24
18644,32,28,8,12,20
18645,32,28,8,16,16
18646,32,28,8,20,12
18647,32,28,8,24,8
18648,32,28,8,28,4
18649,32,28,8,32,0
18650,32,28,12,0,28
18651,32,28,12,4,24
18652,32,28,12,8,20
18653,32,28,12,12,16
18654,32,28,12,16,12
18655,32,28,12,20,8
18656,32,28,12,24,4
18657,32,28,12,28,0
18658,32,28,16,0,24
18659,32,28,16,4,20
18660,32,28,16,8,16
18661,32,28,16,12,12
18662,32,28,16,16,8
18663,32,28,16,20,4
18664,32,28,16,24,0
18665,32,28,20,0,20
18666,32,28,20,4,16
18667,32,28,20,8,12
18668,32,28,20,12,8
18669,32,28,20,16,4
18670,32,28,20,20,0
18671,32,28,24,0,16
18672,32,28,24,4,12
18673,32,28,24,8,8
18674,32,28,24,12,4
18675,32,28,24,16,0
18676,32,28,28,0,12
18677,32,28,28,4,8
18678,32,28,28,8,4
18679,32,28,28,12,0
18680,32,28,32,0,8
18681,32,28,32,4,4
18682,32,28,32,8,0
18683,32,28,36,0,4
18684,32,28,36,4,0
18685,32,28,40,0,0
18686,32,32,0,0,36
18687,32,32,0,4,32
18688,32,32,0,8,28
18689,32,32,0,12,24
18690,32,32,0,16,20
18691,32,32,0,20,16
18692,32,32,0,24,12
18693,32,32,0,28,8
18694,32,32,0,32,4
18695,32,32,0,36,0
18696,32,32,4,0,32
18697,32,32,4,4,28
18698,32,32,4,8,24
18699,32,32,4,12,20
18700,32,32,4,16,16
18701,32,32,4,20,12
18702,32,32,4,24,8
18703,32,32,4,28,4
18704,32,32,4,32,0
18705,32,32,8,0,28
18706,32,32,8,4,24
18707,32,32,8,8,20
18708,32,32,8,12,16
18709,32,32,8,16,12
18710,32,32,8,20,8
18711,32,32,8,24,4
18712,32,32,8,28,0
18713,32,32,12,0,24
18714,32,32,12,4,20
18715,32,32,12,8,16
18716,32,32,12,12,12
18717,32,32,12,16,8
18718,32,32,12,20,4
18719,32,32,12,24,0
18720,32,32,16,0,20
18721,32,32,16,4,16
18722,32,32,16,8,12
18723,32,32,16,12,8
18724,32,32,16,16,4
18725,32,32,16,20,0
18726,32,32,20,0,16
18727,32,32,20,4,12
18728,32,32,20,8,8
18729,32,32,20,12,4
18730,32,32,20,16,0
18731,32,32,24,0,12
18732,32,32,24,4,8
18733,32,32,24,8,4
18734,32,32,24,12,0
18735,32,32,28,0,8
18736,32,32,28,4,4
18737,32,32,28,8,0
18738,32,32,32,0,4
18739,32,32,32,4,0
18740,32,32,36,0,0
18741,32,36,0,0,32
18742,32,36,0,4,28
18743,32,36,0,8,24
18744,32,36,0,12,20
18745,32,36,0,16,16
18746,32,36,0,20,12
18747,32,36,0,24,8
18748,32,36,0,28,4
18749,32,36,0,32,0
18750,32,36,4,0,28
18751,32,36,4,4,24
18752,32,36,4,8,20
18753,32,36,4,12,16
18754,32,36,4,16,12
18755,32,36,4,20,8
18756,32,36,4,24,4
18757,32,36,4,28,0
18758,32,36,8,0,24
18759,32,36,8,4,20
18760,32,36,8,8,16
18761,32,36,8,12,12
18762,32,36,8,16,8
18763,32,36,8,20,4
18764,32,36,8,24,0
18765,32,36,12,0,20
18766,32,36,12,4,16
18767,32,36,12,8,12
18768,32,36,12,12,8
18769,32,36,12,16,4
18770,32,36,12,20,0
18771,32,36,16,0,16
18772,32,36,16,4,12
18773,32,36,16,8,8
18774,32,36,16,12,4
18775,32,36,16,16,0
18776,32,36,20,0,12
18777,32,36,20,4,8
18778,32,36,20,8,4
18779,32,36,20,12,0
18780,32,36,24,0,8
18781,32,36,24,4,4
18782,32,36,24,8,0
18783,32,36,28,0,4
18784,32,36,28,4,0
18785,32,36,32,0,0
18786,32,40,0,0,28
18787,32,40,0,4,24
18788,32,40,0,8,20
18789,32,40,0,12,16
18790,32,40,0,16,12
18791,32,40,0,20,8
18792,32,40,0,24,4
18793,32,40,0,28,0
18794,32,40,4,0,24
18795,32,40,4,4,20
18796,32,40,4,8,16
18797,32,40,4,12,12
18798,32,40,4,16,8
18799,32,40,4,20,4
18800,32,40,4,24,0
18801,32,40,8,0,20
18802,32,40,8,4,16
18803,32,40,8,8,12
18804,32,40,8,12,8
18805,32,40,8,16,4
18806,32,40,8,20,0
18807,32,40,12,0,16
18808,32,40,12,4,12
18809,32,40,12,8,8
18810,32,40,12,12,4
18811,32,40,12,16,0
18812,32,40,16,0,12
18813,32,40,16,4,8
18814,32,40,16,8,4
18815,32,40,16,12,0
18816,32,40,20,0,8
18817,32,40,20,4,4
18818,32,40,20,8,0
18819,32,40,24,0,4
18820,32,40,24,4,0
18821,32,40,28,0,0
18822,32,44,0,0,24
18823,32,44,0,4,20
18824,32,44,0,8,16
18825,32,44,0,12,12
18826,32,44,0,16,8
18827,32,44,0,20,4
18828,32,44,0,24,0
18829,32,44,4,0,20
18830,32,44,4,4,16
18831,32,44,4,8,12
18832,32,44,4,12,8
18833,32,44,4,16,4
18834,32,44,4,20,0
18835,32,44,8,0,16
18836,32,44,8,4,12
18837,32,44,8,8,8
18838,32,44,8,12,4
18839,32,44,8,16,0
18840,32,44,12,0,12
18841,32,44,12,4,8
18842,32,44,12,8,4
18843,32,44,12,12,0
18844,32,44,16,0,8
18845,32,44,16,4,4
18846,32,44,16,8,0
18847,32,44,20,0,4
18848,32,44,20,4,0
18849,32,44,24,0,0
18850,32,48,0,0,20
18851,32,48,0,4,16
18852,32,48,0,8,12
18853,32,48,0,12,8
18854,32,48,0,16,4
18855,32,48,0,20,0
18856,32,48,4,0,16
18857,32,48,4,4,12
18858,32,48,4,8,8
18859,32,48,4,12,4
18860,32,48,4,16,0
18861,32,48,8,0,12
18862,32,48,8,4,8
18863,32,48,8,8,4
18864,32,48,8,12,0
18865,32,48,12,0,8
18866,32,48,12,4,4
18867,32,48,12,8,0
18868,32,48,16,0,4
18869,32,48,16,4,0
18870,32,48,20,0,0
18871,32,52,0,0,16
18872,32,52,0,4,12
18873,32,52,0,8,8
18874,32,52,0,12,4
18875,32,52,0,16,0
18876,32,52,4,0,12
18877,32,52,4,4,8
18878,32,52,4,8,4
18879,32,52,4,12,0
18880,32,52,8,0,8
18881,32,52,8,4,4
18882,32,52,8,8,0
18883,32,52,12,0,4
18884,32,52,12,4,0
18885,32,52,16,0,0
18886,32,56,0,0,12
18887,32,56,0,4,8
18888,32,56,0,8,4
18889,32,56,0,12,0
18890,32,56,4,0,8
18891,32,56,4,4,4
18892,32,56,4,8,0
18893,32,56,8,0,4
18894,32,56,8,4,0
18895,32,56,12,0,0
18896,32,60,0,0,8
18897,32,60,0,4,4
18898,32,60,0,8,0
18899,32,60,4,0,4
18900,32,60,4,4,0
18901,32,60,8,0,0
18902,32,64,0,0,4
18903,32,64,0,4,0
18904,32,64,4,0,0
18905,32,68,0,0,0
18906,36,0,0,0,64
18907,36,0,0,4,60
18908,36,0,0,8,56
18909,36,0,0,12,52
18910,36,0,0,16,48
18911,36,0,0,20,44
18912,36,0,0,24,40
18913,36,0,0,28,36
18914,36,0,0,32,32
18915,36,0,0,36,28
18916,36,0,0,40,24
18917,36,0,0,44,20
18918,36,0,0,48,16
18919,36,0,0,52,12
18920,36,0,0,56,8
18921,36,0,0,60,4
18922,36,0,0,64,0
18923,36,0,4,0,60
18924,36,0,4,4,56
18925,36,0,4,8,52
18926,36,0,4,12,48
18927,36,0,4,16,44
18928,36,0,4,20,40
18929,36,0,4,24,36
18930,36,0,4,28,32
18931,36,0,4,32,28
18932,36,0,4,36,24
18933,36,0,4,40,20
18934,36,0,4,44,16
18935,36,0,4,48,12
18936,36,0,4,52,8
18937,36,0,4,56,4
18938,36,0,4,60,0
18939,36,0,8,0,56
18940,36,0,8,4,52
18941,36,0,8,8,48
18942,36,0,8,12,44
18943,36,0,8,16,40
18944,36,0,8,20,36
18945,36,0,8,24,32
18946,36,0,8,28,28
18947,36,0,8,32,24
18948,36,0,8,36,20
18949,36,0,8,40,16
18950,36,0,8,44,12
18951,36,0,8,48,8
18952,36,0,8,52,4
18953,36,0,8,56,0
18954,36,0,12,0,52
18955,36,0,12,4,48
18956,36,0,12,8,44
18957,36,0,12,12,40
18958,36,0,12,16,36
18959,36,0,12,20,32
18960,36,0,12,24,28
18961,36,0,12,28,24
18962,36,0,12,32,20
18963,36,0,12,36,16
18964,36,0,12,40,12
18965,36,0,12,44,8
18966,36,0,12,48,4
18967,36,0,12,52,0
18968,36,0,16,0,48
18969,36,0,16,4,44
18970,36,0,16,8,40
18971,36,0,16,12,36
18972,36,0,16,16,32
18973,36,0,16,20,28
18974,36,0,16,24,24
18975,36,0,16,28,20
18976,36,0,16,32,16
18977,36,0,16,36,12
18978,36,0,16,40,8
18979,36,0,16,44,4
18980,36,0,16,48,0
18981,36,0,20,0,44
18982,36,0,20,4,40
18983,36,0,20,8,36
18984,36,0,20,12,32
18985,36,0,20,16,28
18986,36,0,20,20,24
18987,36,0,20,24,20
18988,36,0,20,28,16
18989,36,0,20,32,12
18990,36,0,20,36,8
18991,36,0,20,40,4
18992,36,0,20,44,0
18993,36,0,24,0,40
18994,36,0,24,4,36
18995,36,0,24,8,32
18996,36,0,24,12,28
18997,36,0,24,16,24
18998,36,0,24,20,20
18999,36,0,24,24,16
19000,36,0,24,28,12
19001,36,0,24,32,8
19002,36,0,24,36,4
19003,36,0,24,40,0
19004,36,0,28,0,36
19005,36,0,28,4,32
19006,36,0,28,8,28
19007,36,0,28,12,24
19008,36,0,28,16,20
19009,36,0,28,20,16
19010,36,0,28,24,12
19011,36,0,28,28,8
19012,36,0,28,32,4
19013,36,0,28,36,0
19014,36,0,32,0,32
19015,36,0,32,4,28
19016,36,0,32,8,24
19017,36,0,32,12,20
19018,36,0,32,16,16
19019,36,0,32,20,12
19020,36,0,32,24,8
19021,36,0,32,28,4
19022,36,0,32,32,0
19023,36,0,36,0,28
19024,36,0,36,4,24
19025,36,0,36,8,20
19026,36,0,36,12,16
19027,36,0,36,16,12
19028,36,0,36,20,8
19029,36,0,36,24,4
19030,36,0,36,28,0
19031,36,0,40,0,24
19032,36,0,40,4,20
19033,36,0,40,8,16
19034,36,0,40,12,12
19035,36,0,40,16,8
19036,36,0,40,20,4
19037,36,0,40,24,0
19038,36,0,44,0,20
19039,36,0,44,4,16
19040,36,0,44,8,12
19041,36,0,44,12,8
19042,36,0,44,16,4
19043,36,0,44,20,0
19044,36,0,48,0,16
19045,36,0,48,4,12
19046,36,0,48,8,8
19047,36,0,48,12,4
19048,36,0,48,16,0
19049,36,0,52,0,12
19050,36,0,52,4,8
19051,36,0,52,8,4
19052,36,0,52,12,0
19053,36,0,56,0,8
19054,36,0,56,4,4
19055,36,0,56,8,0
19056,36,0,60,0,4
19057,36,0,60,4,0
19058,36,0,64,0,0
19059,36,4,0,0,60
19060,36,4,0,4,56
19061,36,4,0,8,52
19062,36,4,0,12,48
19063,36,4,0,16,44
19064,36,4,0,20,40
19065,36,4,0,24,36
19066,36,4,0,28,32
19067,36,4,0,32,28
19068,36,4,0,36,24
19069,36,4,0,40,20
19070,36,4,0,44,16
19071,36,4,0,48,12
19072,36,4,0,52,8
19073,36,4,0,56,4
19074,36,4,0,60,0
19075,36,4,4,0,56
19076,36,4,4,4,52
19077,36,4,4,8,48
19078,36,4,4,12,44
19079,36,4,4,16,40
19080,36,4,4,20,36
19081,36,4,4,24,32
19082,36,4,4,28,28
19083,36,4,4,32,24
19084,36,4,4,36,20
19085,36,4,4,40,16
19086,36,4,4,44,12
19087,36,4,4,48,8
19088,36,4,4,52,4
19089,36,4,4,56,0
19090,36,4,8,0,52
19091,36,4,8,4,48
19092,36,4,8,8,44
19093,36,4,8,12,40
19094,36,4,8,16,36
19095,36,4,8,20,32
19096,36,4,8,24,28
19097,36,4,8,28,24
19098,36,4,8,32,20
19099,36,4,8,36,16
19100,36,4,8,40,12
19101,36,4,8,44,8
19102,36,4,8,48,4
19103,36,4,8,52,0
19104,36,4,12,0,48
19105,36,4,12,4,44
19106,36,4,12,8,40
19107,36,4,12,12,36
19108,36,4,12,16,32
19109,36,4,12,20,28
19110,36,4,12,24,24
19111,36,4,12,28,20
19112,36,4,12,32,16
19113,36,4,12,36,12
19114,36,4,12,40,8
19115,36,4,12,44,4
19116,36,4,12,48,0
19117,36,4,16,0,44
19118,36,4,16,4,40
19119,36,4,16,8,36
19120,36,4,16,12,32
19121,36,4,16,16,28
19122,36,4,16,20,24
19123,36,4,16,24,20
19124,36,4,16,28,16
19125,36,4,16,32,12
19126,36,4,16,36,8
19127,36,4,16,40,4
19128,36,4,16,44,0
19129,36,4,20,0,40
19130,36,4,20,4,36
19131,36,4,20,8,32
19132,36,4,20,12,28
19133,36,4,20,16,24
19134,36,4,20,20,20
19135,36,4,20,24,16
19136,36,4,20,28,12
19137,36,4,20,32,8
19138,36,4,20,36,4
19139,36,4,20,40,0
19140,36,4,24,0,36
19141,36,4,24,4,32
19142,36,4,24,8,28
19143,36,4,24,12,24
19144,36,4,24,16,20
19145,36,4,24,20,16
19146,36,4,24,24,12
19147,36,4,24,28,8
19148,36,4,24,32,4
19149,36,4,24,36,0
19150,36,4,28,0,32
19151,36,4,28,4,28
19152,36,4,28,8,24
19153,36,4,28,12,20
19154,36,4,28,16,16
19155,36,4,28,20,12
19156,36,4,28,24,8
19157,36,4,28,28,4
19158,36,4,28,32,0
19159,36,4,32,0,28
19160,36,4,32,4,24
19161,36,4,32,8,20
19162,36,4,32,12,16
19163,36,4,32,16,12
19164,36,4,32,20,8
19165,36,4,32,24,4
19166,36,4,32,28,0
19167,36,4,36,0,24
19168,36,4,36,4,20
19169,36,4,36,8,16
19170,36,4,36,12,12
19171,36,4,36,16,8
19172,36,4,36,20,4
19173,36,4,36,24,0
19174,36,4,40,0,20
19175,36,4,40,4,16
19176,36,4,40,8,12
19177,36,4,40,12,8
19178,36,4,40,16,4
19179,36,4,40,20,0
19180,36,4,44,0,16
19181,36,4,44,4,12
19182,36,4,44,8,8
19183,36,4,44,12,4
19184,36,4,44,16,0
19185,36,4,48,0,12
19186,36,4,48,4,8
19187,36,4,48,8,4
19188,36,4,48,12,0
19189,36,4,52,0,8
19190,36,4,52,4,4
19191,36,4,52,8,0
19192,36,4,56,0,4
19193,36,4,56,4,0
19194,36,4,60,0,0
19195,36,8,0,0,56
19196,36,8,0,4,52
19197,36,8,0,8,48
19198,36,8,0,12,44
19199,36,8,0,16,40
19200,36,8,0,20,36
19201,36,8,0,24,32
19202,36,8,0,28,28
19203,36,8,0,32,24
19204,36,8,0,36,20
19205,36,8,0,40,16
19206,36,8,0,44,12
19207,36,8,0,48,8
19208,36,8,0,52,4
19209,36,8,0,56,0
19210,36,8,4,0,52
19211,36,8,4,4,48
19212,36,8,4,8,44
19213,36,8,4,12,40
19214,36,8,4,16,36
19215,36,8,4,20,32
19216,36,8,4,24,28
19217,36,8,4,28,24
19218,36,8,4,32,20
19219,36,8,4,36,16
19220,36,8,4,40,12
19221,36,8,4,44,8
19222,36,8,4,48,4
19223,36,8,4,52,0
19224,36,8,8,0,48
19225,36,8,8,4,44
19226,36,8,8,8,40
19227,36,8,8,12,36
19228,36,8,8,16,32
19229,36,8,8,20,28
19230,36,8,8,24,24
19231,36,8,8,28,20
19232,36,8,8,32,16
19233,36,8,8,36,12
19234,36,8,8,40,8
19235,36,8,8,44,4
19236,36,8,8,48,0
19237,36,8,12,0,44
19238,36,8,12,4,40
19239,36,8,12,8,36
19240,36,8,12,12,32
19241,36,8,12,16,28
19242,36,8,12,20,24
19243,36,8,12,24,20
19244,36,8,12,28,16
19245,36,8,12,32,12
19246,36,8,12,36,8
19247,36,8,12,40,4
19248,36,8,12,44,0
19249,36,8,16,0,40
19250,36,8,16,4,36
19251,36,8,16,8,32
19252,36,8,16,12,28
19253,36,8,16,16,24
19254,36,8,16,20,20
19255,36,8,16,24,16
19256,36,8,16,28,12
19257,36,8,16,32,8
19258,36,8,16,36,4
19259,36,8,16,40,0
19260,36,8,20,0,36
19261,36,8,20,4,32
19262,36,8,20,8,28
19263,36,8,20,12,24
19264,36,8,20,16,20
19265,36,8,20,20,16
19266,36,8,20,24,12
19267,36,8,20,28,8
19268,36,8,20,32,4
19269,36,8,20,36,0
19270,36,8,24,0,32
19271,36,8,24,4,28
19272,36,8,24,8,24
19273,36,8,24,12,20
19274,36,8,24,16,16
19275,36,8,24,20,12
19276,36,8,24,24,8
19277,36,8,24,28,4
19278,36,8,24,32,0
19279,36,8,28,0,28
19280,36,8,28,4,24
19281,36,8,28,8,20
19282,36,8,28,12,16
19283,36,8,28,16,12
19284,36,8,28,20,8
19285,36,8,28,24,4
19286,36,8,28,28,0
19287,36,8,32,0,24
19288,36,8,32,4,20
19289,36,8,32,8,16
19290,36,8,32,12,12
19291,36,8,32,16,8
19292,36,8,32,20,4
19293,36,8,32,24,0
19294,36,8,36,0,20
19295,36,8,36,4,16
19296,36,8,36,8,12
19297,36,8,36,12,8
19298,36,8,36,16,4
19299,36,8,36,20,0
19300,36,8,40,0,16
19301,36,8,40,4,12
19302,36,8,40,8,8
19303,36,8,40,12,4
19304,36,8,40,16,0
19305,36,8,44,0,12
19306,36,8,44,4,8
19307,36,8,44,8,4
19308,36,8,44,12,0
19309,36,8,48,0,8
19310,36,8,48,4,4
19311,36,8,48,8,0
19312,36,8,52,0,4
19313,36,8,52,4,0
19314,36,8,56,0,0
19315,36,12,0,0,52
19316,36,12,0,4,48
19317,36,12,0,8,44
19318,36,12,0,12,40
19319,36,12,0,16,36
19320,36,12,0,20,32
19321,36,12,0,24,28
19322,36,12,0,28,24
19323,36,12,0,32,20
19324,36,12,0,36,16
19325,36,12,0,40,12
19326,36,12,0,44,8
19327,36,12,0,48,4
19328,36,12,0,52,0
19329,36,12,4,0,48
19330,36,12,4,4,44
19331,36,12,4,8,40
19332,36,12,4,12,36
19333,36,12,4,16,32
19334,36,12,4,20,28
19335,36,12,4,24,24
19336,36,12,4,28,20
19337,36,12,4,32,16
19338,36,12,4,36,12
19339,36,12,4,40,8
19340,36,12,4,44,4
19341,36,12,4,48,0
19342,36,12,8,0,44
19343,36,12,8,4,40
19344,36,12,8,8,36
19345,36,12,8,12,32
19346,36,12,8,16,28
19347,36,12,8,20,24
19348,36,12,8,24,20
19349,36,12,8,28,16
19350,36,12,8,32,12
19351,36,12,8,36,8
19352,36,12,8,40,4
19353,36,12,8,44,0
19354,36,12,12,0,40
19355,36,12,12,4,36
19356,36,12,12,8,32
19357,36,12,12,12,28
19358,36,12,12,16,24
19359,36,12,12,20,20
19360,36,12,12,24,16
19361,36,12,12,28,12
19362,36,12,12,32,8
19363,36,12,12,36,4
19364,36,12,12,40,0
19365,36,12,16,0,36
19366,36,12,16,4,32
19367,36,12,16,8,28
19368,36,12,16,12,24
19369,36,12,16,16,20
19370,36,12,16,20,16
19371,36,12,16,24,12
19372,36,12,16,28,8
19373,36,12,16,32,4
19374,36,12,16,36,0
19375,36,12,20,0,32
19376,36,12,20,4,28
19377,36,12,20,8,24
19378,36,12,20,12,20
19379,36,12,20,16,16
19380,36,12,20,20,12
19381,36,12,20,24,8
19382,36,12,20,28,4
19383,36,12,20,32,0
19384,36,12,24,0,28
19385,36,12,24,4,24
19386,36,12,24,8,20
19387,36,12,24,12,16
19388,36,12,24,16,12
19389,36,12,24,20,8
19390,36,12,24,24,4
19391,36,12,24,28,0
19392,36,12,28,0,24
19393,36,12,28,4,20
19394,36,12,28,8,16
19395,36,12,28,12,12
19396,36,12,28,16,8
19397,36,12,28,20,4
19398,36,12,28,24,0
19399,36,12,32,0,20
19400,36,12,32,4,16
19401,36,12,32,8,12
19402,36,12,32,12,8
19403,36,12,32,16,4
19404,36,12,32,20,0
19405,36,12,36,0,16
19406,36,12,36,4,12
19407,36,12,36,8,8
19408,36,12,36,12,4
19409,36,12,36,16,0
19410,36,12,40,0,12
19411,36,12,40,4,8
19412,36,12,40,8,4
19413,36,12,40,12,0
19414,36,12,44,0,8
19415,36,12,44,4,4
19416,36,12,44,8,0
19417,36,12,48,0,4
19418,36,12,48,4,0
19419,36,12,52,0,0
19420,36,16,0,0,48
19421,36,16,0,4,44
19422,36,16,0,8,40
19423,36,16,0,12,36
19424,36,16,0,16,32
19425,36,16,0,20,28
19426,36,16,0,24,24
19427,36,16,0,28,20
19428,36,16,0,32,16
19429,36,16,0,36,12
19430,36,16,0,40,8
19431,36,16,0,44,4
19432,36,16,0,48,0
19433,36,16,4,0,44
19434,36,16,4,4,40
19435,36,16,4,8,36
19436,36,16,4,12,32
19437,36,16,4,16,28
19438,36,16,4,20,24
19439,36,16,4,24,20
19440,36,16,4,28,16
19441,36,16,4,32,12
19442,36,16,4,36,8
19443,36,16,4,40,4
19444,36,16,4,44,0
19445,36,16,8,0,40
19446,36,16,8,4,36
19447,36,16,8,8,32
19448,36,16,8,12,28
19449,36,16,8,16,24
19450,36,16,8,20,20
19451,36,16,8,24,16
19452,36,16,8,28,12
19453,36,16,8,32,8
19454,36,16,8,36,4
19455,36,16,8,40,0
19456,36,16,12,0,36
19457,36,16,12,4,32
19458,36,16,12,8,28
19459,36,16,12,12,24
19460,36,16,12,16,20
19461,36,16,12,20,16
19462,36,16,12,24,12
19463,36,16,12,28,8
19464,36,16,12,32,4
19465,36,16,12,36,0
19466,36,16,16,0,32
19467,36,16,16,4,28
19468,36,16,16,8,24
